Index,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
2739,1654736070,14.778,45.92,95,400,13186,20085,939.609,1.02,1.06,7.05,1.099,0.025,2739,0
41680,1654778029,26.5,50.03,1074,400,12900,19466,938.766,2.15,2.23,14.8,2.308,0.052,16686,1
50247,1654903264,31.65,29.2,841,1361,12988,19244,931.082,359.21,373.35,2471.95,385.694,8.844,259,1
6003,1654739334,-8.59,53.76,111,400,13209,20156,939.633,1.45,1.51,10.0,1.56,0.035,6003,1
9445,1654742776,-4.95,59.87,624,522,12878,19628,939.181,2.71,2.82,18.67,2.911,0.066,9445,1
62363,1655129785,-16.969,12.11,2367,400,13602,20074,936.698,0.87,0.9,5.98,0.933,0.021,5477,0
43405,1654779754,24.57,53.4,1208,407,12909,19422,938.718,1.75,1.81,12.02,1.875,0.042,18411,1
52422,1654713467,25.95,47.49,88,400,12781,20637,937.472,2.08,2.16,14.29,2.229,0.05,1280,0
44386,1654780735,26.71,48.6,1170,400,12929,19426,938.689,1.84,1.91,12.65,1.973,0.045,19392,1
25379,1654761728,11.4,55.85,11,400,12703,19733,939.848,0.05,0.07,0.32,0.073,0.015,385,0
27843,1654764192,21.02,45.86,107,400,13178,20057,939.667,1.08,1.12,7.43,1.158,0.026,2849,0
17962,1654751293,18.112,47.56,1166,402,12905,19436,938.706,1.58,1.64,10.89,1.699,0.038,17962,1
59683,1655127105,18.096,42.88,159,422,12772,20562,937.411,1.66,1.72,11.4,1.777,0.04,2797,0
1488,1654734819,26.021,50.05,0,400,13122,20016,939.708,0.59,0.61,4.03,0.629,0.014,1488,0
38101,1654774450,27.11,46.9,1126,548,12830,19448,938.92,2.38,2.47,16.35,2.549,0.058,13107,1
42686,1654779035,24.52,53.52,1126,400,12906,19452,938.718,1.31,1.36,9.04,1.41,0.032,17692,1
60129,1655127551,17.167,47.68,200,436,12765,20518,937.374,1.76,1.83,12.13,1.891,0.043,3243,0
18873,1654752204,20.734,48.98,1251,433,12908,19420,938.681,1.48,1.54,10.17,1.586,0.036,18873,1
1928,1654735259,23.158,52.6,81,400,13109,19977,939.626,0.57,0.59,3.9,0.608,0.014,1928,0
54930,1654715975,24.68,44.02,0,400,13409,21209,937.396,2.09,2.17,14.37,2.24,0.051,3788,0
31628,1654767977,19.47,52.28,215,400,13136,20044,939.598,0.76,0.79,5.22,0.814,0.018,6634,1
33426,1654769775,20.18,55.12,321,400,13109,19944,939.351,0.25,0.26,1.7,0.265,0.006,8432,1
12079,1654745410,17.394,47.5,1040,587,12818,19468,939.008,1.98,2.06,13.65,2.128,0.048,12079,1
2740,1654736071,14.766,45.84,99,400,13192,20080,939.612,1.02,1.06,7.04,1.098,0.025,2740,0
15865,1654749196,12.01,47.32,1163,414,12877,19437,938.788,1.5,1.56,10.35,1.613,0.036,15865,1
60328,1655127750,13.26,44.73,0,400,13210,21142,937.439,2.04,2.12,14.03,2.188,0.049,3442,0
15051,1654748382,13.035,53.11,1136,451,12871,19446,938.816,2.03,2.11,13.99,2.181,0.049,15051,1
20027,1654753358,16.378,53.28,1253,415,12923,19421,938.726,1.42,1.47,9.76,1.523,0.034,20027,1
61693,1655129115,4.326,32.08,938,400,13512,20440,936.872,0.75,0.78,5.17,0.807,0.018,4807,0
56934,1655124356,22.713,38.45,16,436,12860,20771,937.573,2.04,2.11,14.01,2.185,0.049,48,0
24299,1654757630,-7.216,53.91,1299,400,12995,19398,938.79,1.82,1.89,12.51,1.951,0.044,24299,1
9014,1654742345,-5.232,50.85,354,400,13063,19903,939.277,0.45,0.46,3.08,0.48,0.011,9014,1
20390,1654753721,12.212,53.25,1237,400,12951,19411,938.771,2.15,2.23,14.78,2.305,0.052,20390,1
27558,1654763907,19.49,46.43,99,400,13172,20083,939.631,0.77,0.8,5.3,0.826,0.019,2564,0
46855,1654783204,26.87,47.91,1325,406,12958,19402,938.727,2.01,2.08,13.8,2.152,0.049,21861,1
9169,1654742500,-5.228,51.18,370,400,13048,19889,939.264,0.43,0.44,2.93,0.457,0.01,9169,1
58360,1655125782,-7.332,41.97,70,400,12792,20650,937.426,2.08,2.17,14.34,2.237,0.051,1474,0
54799,1654715844,25.64,41.18,0,400,13367,21215,937.462,1.76,1.83,12.09,1.886,0.043,3657,0
13228,1654746559,20.571,46.92,1115,519,12842,19448,938.885,2.06,2.14,14.19,2.212,0.05,13228,1
51514,1654712559,26.68,45.75,32,400,12833,20741,937.541,2.44,2.54,16.81,2.622,0.059,372,0
46537,1654782886,26.12,52.34,1253,400,12969,19416,938.714,1.9,1.97,13.06,2.036,0.046,21543,1
2334,1654735665,19.343,49.62,29,400,13193,20124,939.576,1.18,1.22,8.09,1.262,0.028,2334,0
3239,1654736570,8.618,66.09,76,400,13246,20148,939.701,2.6,2.7,17.89,2.789,0.063,3239,1
1050,1654734381,27.122,50.3,5,400,13038,19942,939.774,0.36,0.38,2.51,0.391,0.009,1050,0
49681,1654786030,26.92,47.84,1314,400,12992,19401,938.816,1.94,2.01,13.33,2.078,0.047,24687,1
7966,1654741297,-4.162,55.29,306,400,13112,19967,939.422,0.33,0.34,2.24,0.35,0.008,7966,1
44410,1654780759,25.09,50.96,1241,414,12914,19415,938.67,2.0,2.08,13.76,2.146,0.048,19416,1
53992,1654715037,28.28,44.11,175,421,12774,20548,937.403,1.66,1.73,11.46,1.786,0.04,2850,0
22029,1654755360,-13.386,49.33,1364,403,12964,19393,938.734,1.98,2.05,13.6,2.12,0.048,22029,1
27873,1654764222,18.37,52.02,137,400,13155,20032,939.671,0.84,0.87,5.75,0.897,0.02,2879,0
41079,1654777428,26.41,50.5,1128,403,12886,19444,938.788,1.95,2.03,13.43,2.094,0.047,16085,1
103,1654733434,21.427,55.53,16,406,12537,19629,939.788,0.08,0.24,0.14,0.27,0.154,103,0
54219,1654715264,25.81,49.06,208,445,12767,20524,937.372,1.52,1.58,10.49,1.636,0.037,3077,0
3701,1654737032,2.947,52.63,269,400,13134,19947,939.693,1.46,1.52,10.05,1.567,0.035,3701,1
18925,1654752256,20.77,47.57,1197,400,12919,19437,938.687,1.82,1.89,12.55,1.957,0.044,18925,1
46492,1654782841,26.84,48.0,1316,400,12960,19400,938.732,1.93,2.01,13.29,2.072,0.047,21498,1
59976,1655127398,20.01,44.07,194,418,12772,20521,937.362,1.64,1.71,11.32,1.765,0.04,3090,0
1728,1654735059,24.649,49.1,14,400,13133,20045,939.607,0.58,0.6,3.97,0.619,0.014,1728,0
36795,1654773144,24.66,52.02,1071,609,12813,19458,939.081,2.04,2.12,14.06,2.193,0.05,11801,1
58774,1655126196,-4.407,43.81,92,400,12790,20620,937.383,2.14,2.22,14.7,2.292,0.052,1888,0
35432,1654771781,23.58,54.27,973,688,12781,19496,939.081,2.23,2.31,15.33,2.391,0.054,10438,1
19425,1654752756,20.148,53.05,1207,400,12923,19421,938.669,1.69,1.76,11.63,1.814,0.041,19425,1
62585,1655130007,10.409,16.6,687,400,13723,20500,936.679,0.79,0.82,5.4,0.843,0.019,5699,0
53585,1654714630,28.7,42.19,160,433,12776,20567,937.33,1.95,2.02,13.4,2.09,0.047,2443,0
50721,1654903738,40.29,13.79,0,1315,12914,20629,930.923,0.99,1.03,6.83,1.064,0.024,733,1
52496,1654713541,28.67,41.83,75,400,12790,20656,937.485,2.07,2.15,14.23,2.219,0.05,1354,0
53652,1654714697,28.86,41.98,161,429,12774,20555,937.321,1.81,1.88,12.46,1.943,0.044,2510,0
18605,1654751936,20.302,50.69,1178,400,12917,19437,938.701,1.81,1.88,12.43,1.938,0.044,18605,1
35427,1654771776,23.82,52.71,1025,700,12776,19482,939.086,2.22,2.31,15.31,2.387,0.054,10433,1
57647,1655125069,7.709,40.66,74,442,12778,20681,937.561,1.85,1.92,12.72,1.984,0.045,761,0
57742,1655125164,2.661,46.88,119,417,12774,20622,937.573,1.95,2.02,13.41,2.091,0.047,856,0
52629,1654713674,28.98,41.0,84,400,12788,20637,937.447,2.12,2.2,14.56,2.27,0.051,1487,0
60216,1655127638,15.293,44.26,211,424,12767,20511,937.415,1.38,1.44,9.53,1.486,0.034,3330,0
31354,1654767703,20.58,55.27,176,400,13178,20102,939.651,0.79,0.82,5.44,0.848,0.019,6360,1
52474,1654713519,26.08,47.1,71,400,12788,20652,937.445,2.33,2.42,16.04,2.502,0.057,1332,0
49542,1654785891,26.41,49.84,1339,400,12988,19398,938.766,1.81,1.88,12.45,1.941,0.044,24548,1
35648,1654771997,25.98,49.13,935,664,12796,19501,939.097,1.91,1.98,13.12,2.045,0.046,10654,1
15513,1654748844,12.128,48.63,1224,444,12861,19414,938.826,1.65,1.71,11.33,1.766,0.04,15513,1
60556,1655127978,12.061,44.11,0,400,13368,21209,937.46,1.49,1.55,10.24,1.597,0.036,3670,0
56290,1654717335,57.86,18.8,60000,24122,10894,15590,936.788,13170.4,38950.46,27162.7,44353.746,24845.609,5148,0
19426,1654752757,20.145,53.09,1191,400,12924,19434,938.669,1.66,1.72,11.43,1.782,0.04,19426,1
17367,1654750698,15.607,47.42,1191,401,12893,19429,938.773,1.86,1.93,12.78,1.992,0.045,17367,1
45048,1654781397,26.81,48.45,1253,412,12932,19416,938.75,1.5,1.56,10.31,1.608,0.036,20054,1
10124,1654743455,-2.088,50.57,912,719,12772,19508,939.104,2.37,2.47,16.33,2.547,0.058,10124,1
58243,1655125665,-8.816,41.52,78,400,12791,20653,937.484,2.13,2.22,14.68,2.29,0.052,1357,0
59988,1655127410,19.84,42.52,193,439,12767,20520,937.355,1.78,1.85,12.25,1.91,0.043,3102,0
760,1654734091,26.673,51.15,15,400,12948,19885,939.755,0.25,0.26,1.69,0.264,0.006,760,0
50941,1654903958,36.64,15.22,0,853,13113,20759,930.879,1.07,1.11,7.38,1.152,0.026,953,1
61587,1655129009,11.294,17.21,163,400,13530,20981,936.816,1.51,1.57,10.39,1.62,0.037,4701,0
53104,1654714149,28.72,41.64,131,401,12783,20591,937.347,1.82,1.89,12.51,1.952,0.044,1962,0
57134,1655124556,27.112,45.11,49,415,12837,20723,937.567,1.91,1.98,13.11,2.045,0.046,248,0
34194,1654770543,19.86,57.9,358,400,13057,19909,939.252,0.5,0.52,3.47,0.542,0.012,9200,1
12117,1654745448,17.688,53.26,1082,581,12822,19457,939.034,1.75,1.82,12.04,1.878,0.042,12117,1
54259,1654715304,26.57,45.67,224,449,12763,20506,937.37,1.38,1.44,9.53,1.486,0.034,3117,0
9202,1654742533,-5.215,56.23,359,400,13051,19906,939.252,0.51,0.53,3.5,0.546,0.012,9202,1
51897,1654712942,29.01,41.16,50,425,12788,20702,937.533,1.94,2.01,13.33,2.078,0.047,755,0
35461,1654771810,25.47,50.8,894,655,12800,19511,939.122,2.22,2.31,15.29,2.385,0.054,10467,1
27801,1654764150,18.6,50.5,126,400,13171,20042,939.644,0.84,0.87,5.76,0.898,0.02,2807,0
54685,1654715730,25.62,43.33,0,400,13300,21184,937.489,1.65,1.72,11.39,1.776,0.04,3543,0
34226,1654770575,19.39,60.95,547,660,12814,19718,939.243,2.43,2.52,16.72,2.608,0.059,9232,1
17254,1654750585,15.167,49.65,1228,417,12883,19429,938.802,1.61,1.67,11.08,1.728,0.039,17254,1
17302,1654750633,15.352,47.63,1164,404,12898,19437,938.754,1.77,1.84,12.16,1.896,0.043,17302,1
46115,1654782464,25.57,53.95,1308,400,12959,19407,938.699,2.01,2.08,13.8,2.152,0.049,21121,1
21701,1654755032,-8.513,52.56,1371,410,12953,19379,938.708,2.4,2.5,16.54,2.579,0.058,21701,1
58483,1655125905,-5.483,41.7,68,400,12791,20638,937.419,1.76,1.83,12.13,1.891,0.043,1597,0
53482,1654714527,26.3,46.2,158,431,12771,20569,937.327,1.84,1.92,12.69,1.978,0.045,2340,0
19020,1654752351,20.793,53.89,1254,417,12920,19423,938.72,1.93,2.01,13.32,2.076,0.047,19020,1
49149,1654785498,25.03,49.73,1231,400,13022,19428,938.738,2.16,2.24,14.84,2.314,0.052,24155,1
8573,1654741904,-4.859,53.77,352,400,13080,19914,939.336,0.38,0.4,2.63,0.411,0.009,8573,1
222,1654733553,22.859,56.51,20,400,12608,19669,939.784,0.06,0.13,0.27,0.144,0.063,222,0
61813,1655129235,-4.321,30.17,60000,6079,11565,16940,936.879,2674.7,2778.91,18408.87,2870.645,64.838,4927,0
56737,1654717782,50.3,14.02,1277,400,13691,20343,936.666,0.8,0.83,5.53,0.862,0.019,5595,0
57435,1655124857,18.758,45.86,88,400,12829,20673,937.506,2.27,2.36,15.63,2.438,0.055,549,0
26118,1654762467,13.97,55.56,30,400,13045,19937,939.748,0.38,0.39,2.6,0.405,0.009,1124,0
27797,1654764146,18.81,49.15,138,400,13168,20040,939.656,0.93,0.96,6.38,0.995,0.022,2803,0
42500,1654778849,24.68,53.05,1170,404,12899,19443,938.752,1.52,1.58,10.47,1.632,0.037,17506,1
62575,1655129997,8.563,16.14,659,400,13735,20528,936.694,0.47,0.49,3.22,0.503,0.011,5689,0
10416,1654743747,0.278,49.77,927,687,12786,19500,939.091,1.93,2.01,13.31,2.075,0.047,10416,1
36778,1654773127,26.83,47.26,1069,607,12818,19466,939.101,2.13,2.21,14.63,2.281,0.052,11784,1
59159,1655126581,-3.484,41.38,152,431,12773,20580,937.328,1.83,1.91,12.62,1.968,0.044,2273,0
6556,1654739887,-6.837,49.77,197,400,13160,20070,939.619,0.79,0.82,5.42,0.846,0.019,6556,1
54073,1654715118,28.91,42.07,172,426,12781,20550,937.417,1.76,1.82,12.09,1.885,0.043,2931,0
6597,1654739928,-6.692,55.92,211,400,13146,20061,939.603,0.64,0.67,4.41,0.687,0.016,6597,1
50926,1654903943,34.11,16.72,274,2512,12594,20343,930.914,1.44,1.49,9.88,1.541,0.035,938,1
57710,1655125132,4.328,40.63,82,400,12786,20673,937.555,1.99,2.07,13.7,2.137,0.048,824,0
7555,1654740886,-4.159,50.95,272,400,13125,20000,939.465,0.39,0.4,2.67,0.416,0.009,7555,1
19356,1654752687,20.352,50.93,1230,415,12918,19421,938.686,1.72,1.78,11.81,1.842,0.042,19356,1
41797,1654778146,26.19,52.22,1036,400,12908,19470,938.754,1.76,1.83,12.1,1.886,0.043,16803,1
52436,1654713481,28.67,41.79,85,400,12784,20645,937.468,1.63,1.69,11.2,1.746,0.039,1294,0
945,1654734276,27.077,50.61,38,400,12991,19892,939.74,0.26,0.27,1.81,0.283,0.006,945,0
1444,1654734775,26.218,48.97,36,400,13083,19975,939.696,0.64,0.67,4.42,0.689,0.016,1444,0
21331,1654754662,-2.482,47.43,1367,424,12936,19373,938.7,2.09,2.17,14.37,2.24,0.051,21331,1
25635,1654761984,14.56,51.04,3,400,12883,19848,939.821,0.22,0.23,1.54,0.24,0.005,641,0
43974,1654780323,26.98,47.78,1220,414,12913,19424,938.696,1.76,1.83,12.12,1.89,0.043,18980,1
52549,1654713594,28.18,43.98,76,400,12795,20644,937.471,1.68,1.74,11.53,1.799,0.041,1407,0
47225,1654783574,25.86,47.56,1412,430,12957,19376,938.689,1.85,1.92,12.74,1.986,0.045,22231,1
30506,1654766855,19.62,55.07,0,400,13275,20246,939.719,2.62,2.72,18.02,2.81,0.063,5512,1
46762,1654783111,24.54,53.44,1344,407,12954,19389,938.71,1.92,1.99,13.19,2.056,0.046,21768,1
8890,1654742221,-5.173,51.66,349,400,13072,19915,939.262,0.32,0.33,2.19,0.342,0.008,8890,1
11416,1654744747,10.953,48.43,1032,622,12814,19476,939.081,2.17,2.26,14.95,2.332,0.053,11416,1
33044,1654769393,20.8,50.61,308,400,13110,19956,939.387,0.23,0.24,1.6,0.25,0.006,8050,1
26476,1654762825,17.58,51.41,0,400,13122,20014,939.719,0.65,0.67,4.45,0.694,0.016,1482,0
37,1654733368,20.533,53.84,0,413,12498,19552,939.747,0.07,0.26,0.06,0.293,0.175,37,0
52687,1654713732,28.91,41.11,88,400,12786,20632,937.415,1.85,1.92,12.74,1.986,0.045,1545,0
34985,1654771334,24.61,51.97,785,717,12772,19536,939.129,2.57,2.67,17.69,2.759,0.062,9991,1
48593,1654784942,26.87,48.19,1367,400,12978,19391,938.727,1.61,1.67,11.05,1.723,0.039,23599,1
41902,1654778251,24.62,53.13,1161,416,12894,19441,938.76,2.3,2.39,15.81,2.466,0.056,16908,1
27738,1654764087,18.95,47.66,121,400,13171,20060,939.627,1.01,1.05,6.98,1.088,0.025,2744,0
1501,1654734832,25.96,48.95,0,400,13127,20028,939.679,0.41,0.42,2.81,0.439,0.01,1501,0
55565,1654716610,50.04,24.13,22265,679,12671,18907,936.901,0.75,0.78,5.18,0.808,0.018,4423,0
43167,1654779516,24.54,53.51,1124,400,12908,19442,938.699,1.51,1.56,10.36,1.616,0.037,18173,1
24258,1654757589,-8.315,47.65,1208,400,13017,19429,938.779,2.54,2.64,17.48,2.725,0.062,24258,1
44610,1654780959,24.41,53.83,1176,400,12928,19432,938.71,1.89,1.96,12.97,2.023,0.046,19616,1
17640,1654750971,16.74,53.85,1143,407,12896,19449,938.728,1.62,1.68,11.12,1.735,0.039,17640,1
10274,1654743605,-0.947,56.5,927,706,12775,19502,939.067,2.25,2.34,15.5,2.417,0.055,10274,1
53904,1654714949,26.22,47.34,162,428,12775,20561,937.354,1.43,1.49,9.87,1.539,0.035,2762,0
38535,1654774884,24.85,51.86,1159,526,12839,19433,938.855,2.09,2.17,14.39,2.244,0.051,13541,1
1049,1654734380,27.122,50.39,13,400,13040,19934,939.779,0.37,0.39,2.58,0.402,0.009,1049,0
16074,1654749405,12.147,53.39,1193,424,12874,19431,938.776,2.03,2.11,13.95,2.175,0.049,16074,1
1838,1654735169,23.865,49.02,55,400,13122,20003,939.617,0.72,0.75,4.98,0.776,0.018,1838,0
56047,1654717092,47.65,27.41,60000,4821,11681,17118,936.87,1466.13,1523.26,10090.8,1573.541,35.54,4905,0
22589,1654755920,-19.687,47.63,1279,400,12967,19409,938.743,1.93,2.01,13.29,2.072,0.047,22589,1
22970,1654756301,-21.799,53.73,1308,406,12970,19395,938.714,1.76,1.82,12.09,1.885,0.043,22970,1
22409,1654755740,-18.016,47.63,1348,400,12970,19401,938.736,2.04,2.12,14.07,2.195,0.05,22409,1
18513,1654751844,20.073,48.9,1251,418,12902,19415,938.742,1.69,1.75,11.6,1.809,0.041,18513,1
6180,1654739511,-8.099,55.78,148,400,13186,20123,939.667,0.95,0.99,6.55,1.021,0.023,6180,1
31883,1654768232,18.69,55.81,232,400,13137,20040,939.594,0.47,0.49,3.24,0.505,0.011,6889,1
34022,1654770371,18.58,56.5,382,400,13048,19891,939.274,0.48,0.5,3.33,0.519,0.012,9028,1
28537,1654764886,19.89,59.24,329,400,13105,19887,939.701,1.51,1.57,10.38,1.619,0.037,3543,1
21924,1654755255,-11.897,47.77,1375,402,12964,19397,938.733,1.94,2.01,13.32,2.077,0.047,21924,1
15683,1654749014,12.014,47.38,1176,420,12871,19425,938.802,1.98,2.05,13.6,2.122,0.048,15683,1
58514,1655125936,-5.075,47.03,104,414,12780,20615,937.436,1.64,1.7,11.29,1.76,0.04,1628,0
25501,1654761850,11.57,56.64,8,400,12789,19783,939.838,0.29,0.32,1.92,0.332,0.027,507,0
17773,1654751104,17.311,48.33,1036,400,12912,19474,938.704,2.15,2.24,14.83,2.313,0.052,17773,1
6910,1654740241,-5.612,51.09,222,400,13143,20046,939.597,0.4,0.42,2.78,0.434,0.01,6910,1
36824,1654773173,26.5,48.55,1048,601,12815,19464,939.082,2.04,2.12,14.03,2.188,0.049,11830,1
24534,1654757865,0.044,54.02,1348,411,12984,19387,938.782,1.83,1.9,12.57,1.96,0.044,24534,1
30714,1654767063,22.02,49.24,32,400,13252,20223,939.665,2.52,2.61,17.31,2.7,0.061,5720,1
37255,1654773604,26.92,47.32,981,568,12832,19488,939.036,1.92,1.99,13.19,2.057,0.046,12261,1
11483,1654744814,11.683,47.72,1044,616,12809,19471,939.085,2.32,2.41,15.96,2.489,0.056,11483,1
61508,1655128930,15.497,13.09,10197,400,12907,19312,936.851,1.07,1.11,7.34,1.145,0.026,4622,0
1290,1654734621,26.762,55.43,16,400,13070,19947,939.721,0.38,0.4,2.65,0.413,0.009,1290,0
42109,1654778458,26.85,48.06,1128,400,12899,19449,938.807,2.02,2.1,13.91,2.169,0.049,17115,1
1034,1654734365,27.123,54.99,0,400,13045,19961,939.741,0.29,0.3,2.01,0.314,0.007,1034,0
54614,1654715659,28.66,39.68,0,400,13049,20897,937.443,1.73,1.79,11.88,1.852,0.042,3472,0
25140,1654761489,12.09,49.32,39,455,12541,19629,939.817,0.0,0.0,0.0,0.001,0.001,146,0
40575,1654776924,24.83,52.17,1201,440,12870,19430,938.802,2.15,2.23,14.78,2.304,0.052,15581,1
3751,1654737082,2.358,46.9,209,400,13180,20012,939.717,2.15,2.23,14.8,2.308,0.052,3751,1
36716,1654773065,26.77,47.49,973,594,12812,19477,939.059,1.91,1.98,13.15,2.05,0.046,11722,1
62285,1655129707,-20.714,12.21,11227,400,13193,19298,936.708,1.58,1.64,10.86,1.694,0.038,5399,0
2366,1654735697,19.006,50.26,11,400,13204,20138,939.59,1.08,1.13,7.46,1.164,0.026,2366,0
53548,1654714593,26.02,47.72,172,436,12770,20542,937.363,1.97,2.04,13.54,2.111,0.048,2406,0
4732,1654738063,-6.93,53.73,65,400,13231,20148,939.684,2.3,2.39,15.86,2.474,0.056,4732,1
43156,1654779505,24.8,52.51,1147,402,12908,19441,938.705,1.68,1.75,11.57,1.804,0.041,18162,1
25199,1654761548,11.57,52.22,22,416,12582,19652,939.813,0.34,0.77,1.3,0.866,0.414,205,0
10856,1654744187,4.721,52.89,1027,675,12788,19481,939.065,2.78,2.89,19.15,2.987,0.067,10856,1
25407,1654761756,13.93,50.83,12,400,12735,19761,939.838,0.25,0.32,1.59,0.336,0.059,413,0
51160,1654712205,26.95,44.73,10,437,12868,20767,937.581,2.05,2.13,14.13,2.203,0.05,18,0
28677,1654765026,22.56,50.01,288,400,13136,19928,939.668,1.57,1.63,10.79,1.682,0.038,3683,1
17119,1654750450,14.668,47.74,1122,400,12898,19444,938.779,1.88,1.96,12.96,2.021,0.046,17119,1
46633,1654782982,24.85,52.11,1369,417,12952,19391,938.722,2.38,2.47,16.4,2.557,0.058,21639,1
26077,1654762426,14.87,57.27,0,400,13061,19957,939.788,0.23,0.24,1.57,0.245,0.006,1083,0
4178,1654737509,-2.318,50.27,111,400,13227,20103,939.658,2.21,2.29,15.18,2.368,0.053,4178,1
57012,1655124434,25.666,44.26,76,436,12847,20717,937.574,2.27,2.35,15.6,2.433,0.055,126,0
57607,1655125029,9.884,45.12,83,455,12777,20674,937.551,2.43,2.53,16.73,2.609,0.059,721,0
9226,1654742557,-5.202,57.78,494,607,12834,19761,939.242,2.0,2.08,13.78,2.15,0.049,9226,1
27579,1654763928,17.96,53.16,59,400,13195,20106,939.626,0.87,0.9,5.95,0.928,0.021,2585,0
42507,1654778856,24.54,53.52,1117,400,12902,19449,938.725,1.74,1.8,11.95,1.864,0.042,17513,1
9203,1654742534,-5.214,55.54,367,400,13053,19901,939.25,0.5,0.52,3.45,0.537,0.012,9203,1
20755,1654754086,6.937,53.17,1216,400,12968,19425,938.713,2.26,2.34,15.52,2.421,0.055,20755,1
20640,1654753971,8.689,52.66,954,400,13012,19483,938.719,2.62,2.73,18.05,2.815,0.064,20640,1
52678,1654713723,28.65,41.72,98,400,12787,20631,937.41,2.11,2.19,14.51,2.263,0.051,1536,0
52294,1654713339,26.16,46.96,117,401,12780,20621,937.487,1.98,2.06,13.63,2.125,0.048,1152,0
17246,1654750577,15.137,47.39,1182,404,12896,19434,938.818,1.46,1.52,10.06,1.568,0.035,17246,1
46200,1654782549,27.01,47.45,1371,404,12951,19393,938.684,2.08,2.16,14.29,2.228,0.05,21206,1
27576,1654763925,18.05,52.84,63,400,13197,20106,939.633,0.85,0.88,5.83,0.909,0.021,2582,0
41674,1654778023,24.45,53.73,1153,404,12886,19448,938.756,2.13,2.21,14.64,2.283,0.052,16680,1
27191,1654763540,19.83,48.01,0,400,13191,20119,939.624,0.93,0.96,6.37,0.994,0.022,2197,0
54478,1654715523,28.56,43.17,198,417,12773,20515,937.43,1.45,1.51,9.98,1.556,0.035,3336,0
52154,1654713199,29.24,40.46,60,400,12791,20682,937.525,2.07,2.15,14.23,2.219,0.05,1012,0
59939,1655127361,20.448,42.19,209,477,12751,20513,937.357,1.46,1.51,10.03,1.564,0.035,3053,0
49248,1654785597,26.69,47.97,1231,400,13021,19427,938.753,2.4,2.49,16.5,2.572,0.058,24254,1
46549,1654782898,26.75,48.3,1331,400,12961,19397,938.738,1.69,1.76,11.66,1.818,0.041,21555,1
55126,1654716171,28.11,73.08,1563,400,13413,20234,937.082,0.67,0.7,4.63,0.722,0.016,3984,0
18493,1654751824,20.018,48.36,1182,400,12915,19434,938.74,1.82,1.89,12.52,1.952,0.044,18493,1
747,1654734078,26.629,56.06,0,400,12945,19891,939.766,0.23,0.24,1.61,0.251,0.006,747,0
55287,1654716332,34.72,50.42,6308,400,13087,19545,936.886,0.32,0.33,2.21,0.344,0.008,4145,0
5615,1654738946,-9.237,52.04,64,400,13234,20196,939.727,2.26,2.35,15.57,2.428,0.055,5615,1
58636,1655126058,-4.116,47.27,96,414,12780,20629,937.392,1.76,1.83,12.09,1.886,0.043,1750,0
24679,1654758010,5.374,48.32,1291,400,13000,19401,938.806,2.16,2.25,14.88,2.321,0.052,24679,1
27964,1654764313,21.25,45.25,157,400,13154,20011,939.65,0.93,0.96,6.39,0.996,0.022,2970,0
2913,1654736244,12.671,45.38,143,400,13160,20017,939.653,1.21,1.26,8.34,1.3,0.029,2913,0
47282,1654783631,27.01,47.68,1377,400,12964,19389,938.714,1.96,2.03,13.46,2.099,0.047,22288,1
61811,1655129233,-4.177,30.05,60000,5835,11572,16927,936.858,1918.91,1993.67,13207.07,2059.485,46.516,4925,0
51965,1654713010,29.2,40.65,89,407,12787,20668,937.556,1.98,2.06,13.63,2.125,0.048,823,0
55681,1654716726,55.29,20.64,39355,806,12603,18639,936.897,1.65,1.71,11.36,1.771,0.04,4539,0
36072,1654772421,26.46,48.0,1004,647,12807,19482,939.111,2.39,2.48,16.43,2.563,0.058,11078,1
20856,1654754187,5.347,50.67,1343,423,12945,19392,938.698,1.79,1.85,12.29,1.916,0.043,20856,1
37499,1654773848,27.05,47.0,1111,562,12831,19460,938.98,1.86,1.93,12.77,1.992,0.045,12505,1
27878,1654764227,18.31,52.23,134,400,13160,20033,939.637,0.96,1.0,6.63,1.034,0.023,2884,0
26487,1654762836,17.95,49.47,2,400,13122,20020,939.701,0.55,0.57,3.75,0.585,0.013,1493,0
